,Smiles,pIC50
18633,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN(C)C)c2)cccc1,0
18634,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN(C)C)c2)cccc1,0
18635,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN(C)C)c2)cccc1,0
18636,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN(C)C)c2)cccc1,0
18637,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN(C)C)c2)cccc1,0
18638,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN(C)C)c2)cccc1,0
18639,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN(C)C)c2)cccc1,0
18640,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN(C)C)c2)cccc1,0
18641,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN(C)C)c2)cccc1,0
18642,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN(C)C)c2)cccc1,0
18643,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)NC3CCC3)CCN(C)C)c2)cccc1,0
18644,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18645,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18646,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18647,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18648,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18649,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18650,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18651,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18652,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18653,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18654,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18655,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18656,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18657,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18658,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18659,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18660,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18661,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18662,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18663,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18664,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18665,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18666,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18667,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18668,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18669,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18670,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18671,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18672,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18673,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18674,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18675,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18676,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18677,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18678,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18679,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18680,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18681,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18682,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18683,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18684,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18685,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18686,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18687,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18688,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18689,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18690,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18691,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18692,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18693,FC(F)(F)c1c(-c2n(CC(C)C)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,0
18694,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18695,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18696,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18697,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18698,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18699,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18700,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18701,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18702,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18703,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18704,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18705,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18706,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18707,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18708,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18709,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18710,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18711,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18712,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18713,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18714,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18715,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18716,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18717,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18718,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18719,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18720,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18721,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18722,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18723,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18724,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18725,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18726,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18727,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18728,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18729,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18730,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18731,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18732,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18733,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18734,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18735,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18736,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18737,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18738,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18739,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18740,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18741,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18742,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18743,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CCCCC3)c2)cccc1,0
18744,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18745,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18746,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18747,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18748,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18749,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18750,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18751,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18752,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18753,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18754,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18755,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18756,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18757,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18758,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18759,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18760,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18761,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18762,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18763,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18764,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18765,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18766,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18767,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18768,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18769,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18770,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18771,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18772,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18773,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18774,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18775,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18776,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18777,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18778,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18779,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18780,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18781,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18782,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18783,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18784,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18785,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18786,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18787,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18788,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18789,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18790,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18791,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18792,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18793,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@H](CC(=O)O)CCN3CC(C)(C)C3)c2)cccc1,0
18794,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18795,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18796,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18797,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18798,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18799,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18800,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18801,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18802,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18803,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18804,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18805,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18806,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18807,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18808,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18809,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18810,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18811,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18812,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18813,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18814,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18815,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18816,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18817,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18818,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18819,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18820,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18821,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
18822,FC1(F)CN(CC[C@H](NC(=O)c2nn(c(-c3c(CC)cccc3)c2)C2CCCC2)CC(=O)O)CCC1,0
