,ID,Smiles,pIC50
1529,1529,Clc1c(OCc2c(C)c(-c3c(C)c(-c4oc(CCN)nn4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@](C(=O)O)(CO)C)c1,9.5466814
1530,1530,Clc1c(OCc2c(C)c(-c3c(C)c(C4N=NN(C5CCNCC5)C4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.7258425
1531,1531,Clc1c(OCc2c(C)c(-c3c(C)c(-c4nnn(CC5CNCC5)c4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.5638371
1532,1532,Clc1c(-c2c3c([C@@H](Oc4c(Cl)cc(CN[C@](C(=O)O)(CO)C)c(OCc5cc(C#N)cc(C#N)c5)n4)CC3)ccc2)cccc1-c1ccc(OCCNCCO)cc1,9.9430952
1533,1533,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(CNCCCCC(=O)O)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN2C[C@H](O)CC2)c1,9.5391026
1534,1534,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(CNCCCC(=O)O)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNCCO)c1,9.8446636
1535,1535,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(CN5C[C@@H](O)CC5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.3829994
1536,1536,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(CN5C[C@@H](O)CC5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@](C(=O)O)(CO)C)c1,9.9065781
1537,1537,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc5c(NCCO)ncnc5cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.5421181
1538,1538,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(OCCNCCO)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@@H]2C[C@H](C(=O)O)CC2)c1,9.7471466
1539,1539,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(N5CCNCC5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,8.8847227
1540,1540,Clc1c(COc2c(Cl)cc(CN[C@](C(=O)O)(CO)C)c(OCc3cc(C#N)cnc3)n2)cccc1-c1c(Cl)c(-c2ccc(OCCNCCO)cc2)ccc1,10.060481
1541,1541,Clc1c(-c2c(C)c(COc3c(Cl)cc(CNC[C@@H](O)CC(=O)O)c(OCc4cc(C#N)cnc4)c3)ccc2)cccc1-c1ccc(OCCNC[C@@H](O)CC(=O)O)cc1,10.19382
1542,1542,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(C5CNCC5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@](C(=O)O)(CO)C)c1,9.3979397
1543,1543,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc5c(cc4)CC(N)C5)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@](C(=O)O)(CO)C)c1,9.6615438
1544,1544,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(OCCNCCO)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN2[C@H](C(=O)O)CCCC2)c1,10.19382
1545,1545,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(OCCNCCO)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN2C[C@H](C(=O)O)CC2)c1,10.045757
1546,1546,Clc1c(OCc2c(C)c(-c3c(C)c(NC(=O)c4ncc(CNC[C@@H](O)CC(=O)O)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,10.130768
1547,1547,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc5c(C)nn(CCNC[C@@H](O)CC(=O)O)c5cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.6757174
1548,1548,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc5occ(CCNC[C@@H](O)CC(=O)O)c5cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.91364
1549,1549,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cnc(C(=O)NCCNC[C@@H](O)CC(=O)O)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,10.19382
1550,1550,Clc1c(OCc2c(C)c(-c3c(C)c(-c4sc(COCCNC[C@@H](O)CC(=O)O)cn4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.9788103
1551,1551,Clc1c(COc2c(Cl)cc(CNC[C@@H](O)CC(=O)O)c(OCc3cc(C#N)cc(C#N)c3)n2)cccc1-c1c(Cl)c(-c2ccc(OCCNCCO)cc2)ccc1,9.0078888
1552,1552,Clc1c(COc2c(Cl)cc(CN[C@](C(=O)O)(CO)C)c(OCc3cc(C#N)cc(C#N)c3)n2)cccc1-c1c(Cl)c(-c2ccc(OCCNCCO)cc2)ccc1,9.6840296
1553,1553,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(OC[C@@H](N)CO)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.5072393
1554,1554,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(O[C@@H]5CN(CCO)CCC5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.6179829
1555,1555,Clc1c(OCc2c(C)c(-c3c(C)c(COc4c(Cl)cc(CNCC(=O)NS(=O)(=O)C)c(OC)c4)ccc3)ccc2)cc(OCc2cc(C#N)ccc2)c(CNC[C@@H](O)CC(=O)O)c1,9.8297386
1556,1556,Clc1c(OCc2c(C)c(-c3c(C)c(COc4c(C(F)(F)F)cc(CNCC(=O)O)c(OC)c4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNCC(=O)O)c1,9.5783958
1557,1557,Clc1c(OCc2c(C)c(-c3c(C)c(COc4c(C(F)(F)F)cc(CNC[C@@H](O)CC(=O)O)c(OC)c4)ccc3)ccc2)cc(OC)c(CNC[C@@H](O)CC(=O)O)c1,9.4461174
1558,1558,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc(CNC)ccc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@](C(=O)O)(CO)C)c1,9.8632793
1559,1559,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc5c(Cl)ccc(CNC[C@@H](O)CC(=O)O)c5cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,8.6761293
1560,1560,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(CNCCc5nc[nH]c5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@](C(=O)O)(CO)C)c1,8.9523354
1561,1561,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(CNC5CCC(O)CC5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@](C(=O)O)(CO)C)c1,9.8860569
1562,1562,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(CNCCNC(=O)C)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@](C(=O)O)(CO)C)c1,9.9829664
1563,1563,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(CNC5CC(=O)NC5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@](C(=O)O)(CO)C)c1,10.091515
1564,1564,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc(CNCCO)c(OCCc5cnccc5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@](C(=O)O)(CO)C)c1,9.5171261
1565,1565,Clc1c(OCc2c(C)c(-c3c(CF)c(-c4ccc(CNCCO)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNCCO)c1,8.8029957
1566,1566,Clc1c(OCc2c(C)c(-c3c(C)c(-c4sc(CN(C)C)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN(C)C)c1,8.6317129
1567,1567,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc(OCCNCCO)ccc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@@H]2[C@@H](O)CCCC2)c1,8.5961933
1568,1568,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(CN5CC(CC(=O)O)C5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@H]2[C@@H](O)CCC2)c1,8.7260733
1569,1569,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc5c(C(N6C[C@@H](C(=O)O)CC6)CC5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@H]2[C@@H](O)CCC2)c1,9.7851563
1570,1570,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc5c(C(N6C[C@H](C(=O)O)CC6)CC5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN2C[C@H](O)CC2)c1,9.8569851
1571,1571,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc5c(C(N6CC(C)C6)CC5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@](C(=O)O)(CO)C)c1,10.130768
1572,1572,Clc1c(OCc2c(C)c(-c3c(C)c(-c4c(F)cc5C(N(C)C)CCc5c4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,8.9484615
1573,1573,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc5c(C(N6C[C@@H](O)CC6)CC5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNCCO)c1,8.5867004
1574,1574,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(C5N(CCO)CCC5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@](C(=O)O)(CO)C)c1,9.8664608
1575,1575,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc5c(C(N(CCO)C)CC5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@](C(=O)O)(CO)C)c1,9.6777811
1576,1576,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc5OCC(N(C)C)c5cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@](C(=O)O)(CO)C)c1,9.4609241
1577,1577,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc5c([C@H](N(C)C)CC5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN2[C@H](C(=O)O)C[C@H](O)C2)c1,9.7495804
1578,1578,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc5c([C@H](N(C)C)CC5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@](C(=O)O)(CO)C)c1,9.8961964
1579,1579,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(C5NCCC5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNCCO)c1,8.6230583
1580,1580,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc([C@@H](N(C)C)C)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.5497513
1581,1581,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc5c(C(N(C)C)CC5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.801343
1582,1582,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cnc(CN(C)C)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN(C)C)c1,9.5171261
1583,1583,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(CN(C)C)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.5985994
1584,1584,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(CNC[C@@H](O)CC(=O)O)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.9507818
1585,1585,Brc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(OCCNC[C@@H](O)CC(=O)O)cc4)ccc3)ccc2)nc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,10.29243
1586,1586,Clc1c(OCc2c(C)c(-c3cc(-n4nnc(CN)c4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.5199928
1587,1587,Clc1c(OCc2c(C)c(-c3c(C)c(-c4nnn(CCCNC[C@@H](O)CC(=O)O)c4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,10.29243
1588,1588,Clc1c(OCc2c(C)c(-c3c(C)c(OCc4c(Cl)cc(CNC[C@@H](O)CC(=O)O)c(OC)c4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.4271288
1589,1589,Clc1c(OCc2c(C)c(-c3c(C)c(OCc4c(Cl)cc(CNC[C@@H](O)CC(=O)O)c(OCc5cc(C#N)cnc5)c4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.4894552
1590,1590,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(OCCNCCO)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNCC2(O)CC2)c1,8.8492432
1591,1591,Clc1c(OCc2c(C)c(-c3c(C)c(-c4nn5c(C(Cl)=CC(CNC[C@@H](O)CC(=O)O)=C5)n4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,10.19382
1592,1592,Clc1c(OCc2c(C)c(-c3c(C)c(-c4nc5n(c4)C=C(CNC[C@@H](O)CC(=O)O)C=C5)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.9913998
1593,1593,Clc1c(OCc2c(C)c(-c3c(C)c(-c4sc5c(c(C)c(CNC[C@@H](O)CC(=O)O)cc5)n4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.6635399
1594,1594,Clc1c(O[C@@H]2c3c(c(-c4c(C)c(-c5sc6c(n5)ccc(CNC[C@@H](O)CC(=O)O)c6)ccc4)ccc3)CC2)nc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,10.19382
1595,1595,Clc1c(OCc2c(C)c(-c3c(C)c(C4=Cc5n(cc(CNC[C@@H](O)CC(=O)O)n5)C=C4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,10.19382
1596,1596,Brc1c(OCc2c(Cl)c(-c3c(Cl)c(-c4cc(OC)c(CN5CC6(CN(C(=O)C)C6)C5)cc4)ccc3)ccc2)nc(OC)c(CN2CC3(CN(C(=O)C)C3)C2)c1,9.1220531
1597,1597,Clc1c(OCc2ccc(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c(Cl)c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)ccc1,9.4012098
1598,1598,Clc1c(Oc2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c(Cl)c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)ccc1,8.8632793
1599,1599,Clc1c(NC(=O)c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)cccc1-c1c(Cl)c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)ccc1,9.8538723
1600,1600,Clc1c(COc2c(Cl)cc(CN3CC4(C3)CC(=O)NC4)c(OC)n2)cccc1-c1c(Cl)c(-c2nc(OC)c(CNC[C@H]3NC(=O)CC3)cc2)ccc1,8.6869764
1601,1601,Brc1c(OCc2c(Cl)c(-c3c(Cl)c(-c4ccc(CNC[C@H]5NC(=O)CC5)cc4)ccc3)ccc2)nc(OC)c(CNC[C@H]2NC(=O)CC2)c1,8.880744
1602,1602,Clc1c(COc2c(Cl)cc(CNC[C@@H]3NC(=O)CC3)c(OC)n2)cccc1-c1c(Cl)c(-c2nc(OC)c(CN3CC4(NC(=O)CC4)C3)cc2)ccc1,8.8167305
1603,1603,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc(OCC#N)c(CNC[C@@H](O)CC(=O)O)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,10.09691
1604,1604,Clc1c(-c2c(C)c(NC(=O)c3ncc(C4=NCCN4)cc3)ccc2)cccc1-c1nc(OC)c(C2=NCCN2)cc1,10.113509
1605,1605,Brc1c(OCc2c(Cl)c(-c3c(Cl)c(-c4cc5c(cc4)C[C@H](N)C5)ccc3)ccc2)nc(OC)c(CN[C@](C(=O)O)(CO)C)c1,9.630784
1606,1606,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc(OCC(=O)NC)c(C5=NCCN5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,10.19382
1607,1607,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc5nccc(CNC[C@@H]6NC(=O)CC6)c5cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,8.7937136
1608,1608,Clc1c(OCc2c(C)c(-c3c(C)c(Nc4nccc5c4ncc(CNCCO)c5)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.3223934
1609,1609,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc5c(cc4)CC(NCC4NC(=O)CC4)C5)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.4248123
1610,1610,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc(CN)c(OC)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@](C(=O)O)(CO)C)c1,9.9393024
1611,1611,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(OCCN5CCC6(NC(=O)C6)CC5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@](C(=O)O)(CO)C)c1,9.6736641
1612,1612,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc5c(cc4)CC(N4CC(O)(C)C4)C5)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.1567669
1613,1613,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(CN5CCC6(C(=O)NC6)CC5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@](C(=O)O)(CO)C)c1,10.19382
1614,1614,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(CN5CC6(CC(=O)NC6)CC5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@](C(=O)O)(CO)C)c1,10.19382
1615,1615,Clc1c(-c2c(C)c(COc3c(Cl)cc(CN[C@](C(=O)O)(CO)C)c(OCc4cc(C#N)cnc4)c3)ccc2)cccc1-c1ccc(O[C@H]2[C@H](F)CNCC2)cc1,9.1432714
1616,1616,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(OCCN5C[C@H](O)CC5)cc4)ccc3)cc(F)c2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.3439016
1617,1617,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc5c(N(CCN(C)C)C(=O)C5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.2090111
1618,1618,Clc1c(OCc2c(C)c(-c3c(C)c(-n4nnc(CN5CCCC5)c4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.1850872
1619,1619,Brc1c(-c2c(C)c(COc3c(Cl)cc(CNCCO)c(OCc4cc(C#N)cnc4)c3)ccc2)cccc1-c1ccc(CN(C)C)cc1,8.8063192
1620,1620,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(CN5CC6(C5)CNC6)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@](C(=O)O)(CO)C)c1,9.9829664
1621,1621,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cnc5c(CNC[C@@H](O)CC(=O)O)cccc5c4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,10.119186
1622,1622,Clc1c(OCc2c(C)c(-c3c(C)c(-c4oc(CCN5C[C@H](O)CC5)nn4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@](C(=O)O)(CO)C)c1,9.9546766
1623,1623,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ncc(CN5C[C@H](O)CC5)cn4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN2C[C@H](O)CC2)c1,8.9948196
1624,1624,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ncc(CN5C[C@H](O)CC5)cn4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@](C(=O)O)(CO)C)c1,9.764472
1625,1625,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc(C(=O)N)c(OCCNCCO)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.5702477
1626,1626,Clc1c(-c2c(C)c(COc3c(Cl)cc(CN[C@](C(=O)O)(CO)C)c(OCc4cc(C#N)cnc4)c3)ccc2)cc(F)cc1-c1ccc(CN(C)C)cc1,10.19382
1627,1627,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc(C(=O)NC)c(OCCNCCO)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.4881163
1628,1628,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc(C(=O)NC5CC5)c(OCCNCCO)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@](C(=O)O)(CO)C)c1,10.19382
1629,1629,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc(SC(F)F)c(CNC[C@@H](O)CC(=O)O)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.8326826
1630,1630,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc(OC(F)F)c(CNC[C@@H](O)CC(=O)O)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,10.19382
1631,1631,Clc1c(-c2c(Cl)c(-c3cc(OCC#N)c(CNC[C@H]4NC(=O)CC4)cc3)ccc2)cccc1-c1cc(OCC#N)c(CNC[C@H]2NC(=O)CC2)cc1,9.7986031
1632,1632,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc(OC(F)F)c(C5=NCCN5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,10.004365
1633,1633,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc(OCCCC#N)c(C5=NCCN5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.9355421
1634,1634,Clc1c(OCc2c(C)c(-c3c(C)c(-c4nc(OCCCC#N)c(C5=NCCN5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,10.19382
1635,1635,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(OCCN5C[C@H](O)CC5)cc4)ccc3)ccc2)cc(OCc2cc(S(=O)(=O)C)cc(S(=O)(=O)C)c2)c(CN[C@](C(=O)O)(CO)C)c1,9.7931738
1636,1636,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc5c(c(CNC[C@@H](O)CC(=O)O)c(OC)cc5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.2533655
1637,1637,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc5N=CC(=O)N(CCN(C)C)c5cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@](C(=O)O)(CO)C)c1,10.19382
1638,1638,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc5[C@@H](O)C[C@@H](N)c5cc4)ccc3)ccc2)cc(OCc2cc(C(=O)N)cnc2)c(CN[C@](C(=O)O)(CO)C)c1,10.017729
1639,1639,Clc1c(OCc2c(C)c(-c3c(C)c(-c4ccc(OCCNCCO)cc4)ccc3)ccc2)nc(OCc2cc(C#N)cc(C#N)c2)c(CN[C@](C(=O)O)(CO)C)c1,9.6882458
1640,1640,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc5c(cc4)CC(NCCO)C5)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,9.7986031
1641,1641,Clc1c(OCc2c(C)c(-c3c(C)c(-c4cc5c(cc4)CC(NCC(=O)O)C5)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CNC[C@@H](O)CC(=O)O)c1,10.19382
1642,1642,Clc1c(OCc2c(C)c(-c3c(C)c(-c4nc5c(n(CCN6C[C@H](O)CC6)nc5)cc4)ccc3)ccc2)cc(OCc2cc(C#N)cnc2)c(CN[C@](C(=O)O)(CO)C)c1,10.055517
1643,1643,Clc1c(-c2c(Cl)c(-c3nc4n(C)cc(CN5CC6(NC(=O)CC6)C5)c4cc3)ccc2)cccc1-c1nc2n(C)cc(CN3CC4(NC(=O)CC4)C3)c2cc1,8.9550686
1644,1644,Brc1c(-c2c(Br)c(-c3cc(OC)c(CNC[C@H]4NC(=O)CC4)cc3)ccc2)cccc1-c1cc(OC)c(CNC[C@H]2NC(=O)CC2)cc1,8.9838028
1645,1645,Brc1c(COc2c(Cl)cc(CN[C@](C(=O)O)(CO)C)c(OCc3cc(C#N)cnc3)c2)cccc1-c1c(Br)c(COc2c(Cl)cc(CN[C@](C(=O)O)(CO)C)c(OCc3cc(C#N)cnc3)c2)ccc1,10.19382
1646,1646,Brc1c(COc2c(Cl)cc(CNC[C@@H](O)CC(=O)O)c(OCc3cc(C#N)cnc3)c2)cccc1-c1c(Br)c(COc2c(Cl)cc(CNC[C@@H](O)CC(=O)O)c(OCc3cc(C#N)cnc3)c2)ccc1,10.008774
1647,1647,Brc1c(COc2c(Cl)cc(CNCCO)c(OCc3cc(C#N)cnc3)c2)cccc1-c1c(C)c(COc2c(Cl)cc(CNCCO)c(OCc3cc(C#N)cnc3)c2)ccc1,8.9488478
